"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.26315789473684","5.26315789473684","","5.26315789473684","5.26315789473684","5.26315789473684","5.26315789473684","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","10.5263157894737","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111",
"Australia","AUS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5405405405405","15.5405405405405","22.4489795918367","22.972972972973","","25.3333333333333","25.3333333333333","24.6666666666667","24.6666666666667","24.6666666666667","26.6666666666667","26.6666666666667","27.3333333333333","24.6666666666667","24.6666666666667","24.6666666666667","26","26","26.6666666666667","28.6666666666667","28.6666666666667","28.6666666666667","30.4635761589404","30.4635761589404",
"Austria","AUT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2295081967213","26.2295081967213","","26.775956284153","26.775956284153","","33.879781420765","33.879781420765","33.879781420765","32.2404371584699","32.7868852459016","27.3224043715847","27.8688524590164","27.8688524590164","27.8688524590164","27.8688524590164","33.3333333333333","32.2404371584699","30.6010928961749","30.6010928961749","34.4262295081967","34.4262295081967","39.344262295082","39.344262295082",
"Azerbaijan","AZE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","","10.4838709677419","10.4838709677419","10.4838709677419","10.4838709677419","13.0434782608696","11.2903225806452","11.3821138211382","11.3821138211382","11.3821138211382","16","16","16","15.5737704918033","15.5737704918033","16.9354838709677","16.8","16.8","16.8","16.8067226890756","17.3553719008264",
"Burundi","BDI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.864406779661","5.98290598290598","14.4067796610169","14.4067796610169","18.4357541899441","18.4357541899441","18.4357541899441","30.5084745762712","30.5084745762712","30.5084745762712","30.5084745762712","31.3559322033898","32.0754716981132","30.4761904761905","30.4761904761905","30.4761904761905","30.4761904761905","36.3636363636364","36.3636363636364","36.3636363636364","36.3636363636364","36.3636363636364","38.2113821138211",
"Belgium","BEL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6666666666667","12.6666666666667","23.3333333333333","23.3333333333333","23.3333333333333","23.3333333333333","35.3333333333333","34.6666666666667","34.6666666666667","34.6666666666667","35.3333333333333","35.3333333333333","38","39.3333333333333","38","38","38","39.3333333333333","39.3333333333333","39.3333333333333","38","38","42","40.6666666666667",
"Benin","BEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2289156626506","7.2289156626506","6.02409638554217","6.02409638554217","6.02409638554217","6.02409638554217","6.02409638554217","7.2289156626506","7.2289156626506","7.2289156626506","10.8433734939759","10.8433734939759","10.8433734939759","10.8433734939759","8.43373493975904","8.43373493975904","8.43373493975904","8.43373493975904","7.2289156626506","7.2289156626506","7.2289156626506","7.2289156626506","7.2289156626506","7.2289156626506",
"Burkina Faso","BFA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.00900900900901","8.10810810810811","8.10810810810811","8.10810810810811","8.10810810810811","11.7117117117117","11.7117117117117","11.7117117117117","11.7117117117117","11.7117117117117","15.3153153153153","15.3153153153153","15.3153153153153","15.3153153153153","15.3153153153153","15.748031496063","15.748031496063","","9.44881889763779","9.44881889763779","11.0236220472441","11.0236220472441","13.3858267716535","13.3858267716535",
"Bangladesh","BGD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909","","2","2","2","14.7826086956522","15.0724637681159","","6.33333333333333","18.5507246376812","18.5507246376812","19.7142857142857","19.7142857142857","19.7142857142857","19.8275862068966","20","20","20.2857142857143","20.2857142857143","20.6303724928367","20.9169054441261",
"Bulgaria","BGR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8333333333333","10.8333333333333","10.8333333333333","10.8333333333333","26.25","26.25","26.25","26.25","22.0833333333333","22.0833333333333","21.6666666666667","21.6666666666667","20.8333333333333","20.8333333333333","20.8333333333333","22.9166666666667","24.5833333333333","20","20.4166666666667","20.4166666666667","23.75","23.75","25.8333333333333","26.6666666666667",
"Bahrain","BHR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","2.5","2.5","2.5","2.5","2.5","10","10","10","7.5","7.5","7.5","7.5","15","15","15",
"Bahamas, The","BHS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","15","15","","20","20","20","20","12.1951219512195","12.1951219512195","12.1951219512195","12.1951219512195","12.1951219512195","13.1578947368421","13.1578947368421","13.1578947368421","13.1578947368421","13.1578947368421","12.8205128205128","12.8205128205128","12.8205128205128","12.8205128205128",
"Bosnia and Herzegovina","BIH","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.14285714285714","","16.6666666666667","16.6666666666667","16.6666666666667","14.2857142857143","11.9047619047619","11.9047619047619","19.047619047619","16.6666666666667","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714","21.4285714285714",
"Belarus","BLR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3092783505155","10.3092783505155","10.3092783505155","29.3577981651376","29.0909090909091","29.0909090909091","29.0909090909091","31.8181818181818","31.8181818181818","31.8181818181818","31.8181818181818","26.605504587156","26.605504587156","26.605504587156","27.2727272727273","34.5454545454545","34.5454545454545","34.5454545454545","40","40",
"Belize","BLZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44827586206897","3.44827586206897","6.89655172413793","6.89655172413793","6.89655172413793","6.89655172413793","3.33333333333333","6.66666666666667","6.66666666666667","6.66666666666667","3.33333333333333","0","0","0","0","3.125","3.125","3.125","3.125","3.125","9.375","9.375","9.375","9.375",
"Bermuda","BMU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5384615384615","11.5384615384615","11.5384615384615","18.4615384615385","18.4615384615385","19.2307692307692","16.9230769230769","16.9230769230769","16.9230769230769","16.9230769230769","22.3076923076923","25.3846153846154","25.3846153846154","25.3846153846154","25.3846153846154","53.0769230769231","53.0769230769231","53.0769230769231","53.0769230769231","53.0769230769231","53.0769230769231","53.0769230769231",
"Brazil","BRA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.62768031189084","6.62768031189084","5.65302144249513","5.65302144249513","6.82261208576998","6.23781676413255","8.57699805068226","8.57699805068226","8.57699805068226","8.7719298245614","8.96686159844054","8.96686159844054","8.7719298245614","8.57699805068226","8.57699805068226","8.57699805068226","8.57699805068226","9.94152046783626","9.94152046783626","9.94152046783626","10.7212475633528","15.009746588694","15.009746588694","14.6198830409357",
"Barbados","BRB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7142857142857","10.7142857142857","10.7142857142857","10.7142857142857","10.7142857142857","10.7142857142857","13.3333333333333","13.3333333333333","13.3333333333333","13.3333333333333","13.3333333333333","10","10","10","10","10","16.6666666666667","16.6666666666667","16.6666666666667","16.6666666666667","16.6666666666667","20","20","20",
"Brunei Darussalam","BRN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.45161290322581","9.09090909090909","9.09090909090909","9.09090909090909","9.09090909090909",
"Bhutan","BTN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","9.33333333333333","9.33333333333333","9.33333333333333","9.33333333333333","9.21052631578947","9.33333333333333","2.66666666666667","2.66666666666667","8.51063829787234","8.51063829787234","8.51063829787234","8.51063829787234","8.51063829787234","6.38297872340426","8.51063829787234","8.51063829787234","8.51063829787234","8.51063829787234","14.8936170212766","14.8936170212766","14.8936170212766",
"Botswana","BWA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.51063829787234","8.51063829787234","","17.0212765957447","17.0212765957447","17.0212765957447","17.0212765957447","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","7.93650793650794","7.93650793650794","7.93650793650794","7.93650793650794","7.93650793650794","9.52380952380952","9.52380952380952","9.52380952380952","9.52380952380952","9.52380952380952","10.7692307692308","10.7692307692308",
"Central African Republic","CAF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52941176470588","3.52941176470588","7.3394495412844","7.3394495412844","7.3394495412844","7.3394495412844","","","10.4761904761905","10.4761904761905","10.4761904761905","10.4761904761905","9.61538461538462","9.61538461538462","12.5","12.5","","","","7.19424460431655","8.57142857142857","8.57142857142857","8.57142857142857","8.57142857142857",
"Canada","CAN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5980066445183","20.5980066445183","20.5980066445183","","20.5980066445183","20.5980066445183","20.5980066445183","21.1038961038961","21.1038961038961","20.7792207792208","21.3114754098361","22.0779220779221","22.0779220779221","22.0779220779221","24.7557003257329","24.6753246753247","24.6753246753247","25.0814332247557","26.0355029585799","26.0355029585799","26.2686567164179","26.9461077844311","28.9940828402367","28.9940828402367",
"Central Europe and the Baltics","CEB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4824335904027","10.968294772922","11.4824335904027","12.9600829445308","15.5668358714044","16.1167512690355","16.2675101671938","17.14164185453","16.7234042553192","17.0991067630795","16.8438962143769","16.8152866242038","17.0700636942675","17.0276008492569","18.4333759046403","19.2671881432688","19.2102015631427","19.7050938337802","20.1164874551971","19.8924731182796","22.3044886626562","22.7209625173531","23.6927348449792","24.8033317908376",
"Switzerland","CHE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","22.5","23","23","23","25","25","25","25","28.5","28.5","29","29","28.5","29","31","31","32","32","32.5","32.5","41.5","41.5",
"Channel Islands","CHI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","10.8333333333333","10.8333333333333","10.8333333333333","10.8333333333333","12.5","12.5","12.5","15","15","15","15","14.1666666666667","14.1666666666667","14.1666666666667","14.1666666666667","15.8333333333333","15.8333333333333","15.8333333333333","15.8333333333333","","22.5806451612903","22.5806451612903","22.5806451612903",
"China","CHN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8194024840551","21.8194024840551","21.7828418230563","21.7828418230563","21.7828418230563","20.2345058626466","20.2345058626466","20.2684563758389","20.2684563758389","20.620992237597","21.325744894543","21.325744894543","21.325744894543","21.3230355943586","21.3230355943586","23.40140609307","23.40140609307","23.6228455559311","23.6228455559311","24.2476060191518","24.8993288590604","24.9411764705882","24.9411764705882",
"Cote d'Ivoire","CIV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","","8.52017937219731","8.52017937219731","8.52017937219731","8.52017937219731","8.52017937219731","8.52017937219731","8.86699507389163","8.86699507389163","8.86699507389163","8.86699507389163","11.0236220472441","10.4417670682731","10.4417670682731","9.44881889763779","9.16334661354582","9.16334661354582","10.5882352941176","10.5882352941176","10.9803921568627","11.3725490196078",
"Cameroon","CMR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","8.88888888888889","8.88888888888889","8.88888888888889","8.88888888888889","8.88888888888889","13.8888888888889","13.8888888888889","13.8888888888889","13.8888888888889","13.8888888888889","13.8888888888889","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","33.8888888888889",
"Congo, Dem. Rep.","COD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","8.4","8.4","8.4","8.4","8.4","","8.94308943089431","8.94308943089431","10.6425702811245","8.94308943089431","8.94308943089431","8.94308943089431","8.94308943089431","10","12.8",
"Congo, Rep.","COG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","","8.52713178294574","8.52713178294574","8.52713178294574","8.52713178294574","7.2992700729927","7.2992700729927","7.2992700729927","7.2992700729927","7.2992700729927","7.35294117647059","7.35294117647059","7.35294117647059","7.35294117647059","7.35294117647059","11.2582781456954","11.2582781456954","11.2582781456954","11.2582781456954",
"Colombia","COL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6564417177914","","11.8012422360248","11.8012422360248","11.8012422360248","12.0481927710843","12.0481927710843","12.0481927710843","12.1212121212121","8.43373493975904","8.43373493975904","8.43373493975904","8.43373493975904","12.6506024096386","12.1212121212121","12.1212121212121","12.1212121212121","19.8795180722892","19.8795180722892","19.8795180722892","18.6746987951807","18.1286549707602","18.7134502923977","18.3431952662722",
"Comoros","COM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","3.03030303030303","3.03030303030303","3.03030303030303","3.03030303030303","3.03030303030303","0","3.03030303030303","3.03030303030303","3.03030303030303","3.03030303030303","3.03030303030303","3.03030303030303","3.03030303030303","6.06060606060606","6.06060606060606","6.06060606060606","16.6666666666667",
"Cabo Verde","CPV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","15.2777777777778","18.0555555555556","18.0555555555556","18.0555555555556","18.0555555555556","20.8333333333333","20.8333333333333","20.8333333333333","20.8333333333333","20.8333333333333","23.6111111111111","23.6111111111111","23.6111111111111","23.6111111111111","25",
"Costa Rica","CRI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7894736842105","19.2982456140351","19.2982456140351","19.2982456140351","19.2982456140351","35.0877192982456","35.0877192982456","35.0877192982456","35.0877192982456","38.5964912280702","36.8421052631579","36.8421052631579","36.8421052631579","38.5964912280702","38.5964912280702","38.5964912280702","38.5964912280702","33.3333333333333","33.3333333333333","33.3333333333333","35.0877192982456","45.6140350877193","45.6140350877193","45.6140350877193",
"Caribbean small states","CSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5702479338843","12.0234604105572","12.9113924050633","13.2258064516129","14.6153846153846","","15.9353348729792","17.8240740740741","17.8240740740741","17.2413793103448","18.0995475113122","17.4887892376682","17.3814898419865","15.2466367713004","15.8482142857143","16.1797752808989","17.0786516853933","17.155756207675","19.7309417040359","20.4035874439462","21.2527964205817","21.923937360179","22.5950782997763","25.1670378619154",
"Cuba","CUB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7504244482173","27.6206322795341","27.6206322795341","27.6206322795341","27.6206322795341","27.6206322795341","35.9605911330049","35.9605911330049","35.9605911330049","35.9605911330049","35.9605911330049","43.1596091205212","43.1596091205212","43.1596091205212","45.221843003413","45.221843003413","48.8562091503268","48.8562091503268","48.8562091503268","48.8562091503268","48.8562091503268","53.2231404958678","53.2231404958678","53.2231404958678",
"Curacao","CUW","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35714285714286","5.35714285714286","5.35714285714286","7.14285714285714","10.7142857142857","10.7142857142857","10.7142857142857","16.0714285714286","16.0714285714286","14.2857142857143","14.2857142857143","14.2857142857143","12.5","12.5","10.7142857142857","10.7142857142857","10.7142857142857","12.5","12.5","17.8571428571429","17.8571428571429","17.8571428571429","17.8571428571429","19.6428571428571",
"Czech Republic","CZE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","15","15","17","17","17","17","15.5","15.5","15.5","15.5","22","22","22","19.5","19.5","20","20","22","22","22.5","22.5",
"Germany","DEU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1904761904762","26.1904761904762","30.9417040358744","30.9417040358744","31.0810810810811","32.1724709784411","32.1724709784411","32.75","31.7589576547231","31.5960912052117","31.6476345840131","32.1895424836601","32.7974276527331","32.7974276527331","32.9032258064516","32.9032258064516","36.4500792393027","36.4500792393027","36.4500792393027","36.4500792393027","30.7475317348378","30.7475317348378","30.8885754583921","31.1706629055007",
"Djibouti","DJI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","10.7692307692308","10.7692307692308","10.7692307692308","10.7692307692308","13.8461538461538","13.8461538461538","13.8461538461538","13.8461538461538","13.8461538461538","13.8461538461538","12.7272727272727","12.7272727272727","12.7272727272727","12.7272727272727","10.7692307692308","26.1538461538462","26.1538461538462","26.1538461538462",
"Dominica","DMA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.375","9.375","9.375","","18.75","18.75","18.75","19.3548387096774","12.9032258064516","12.9032258064516","16.1290322580645","18.75","14.2857142857143","12.5","12.5","12.5","12.5","12.9032258064516","21.875","21.875","25","25","25","34.375",
"Denmark","DNK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9608938547486","37.4301675977654","37.4301675977654","37.4301675977654","","37.9888268156425","37.9888268156425","37.9888268156425","36.8715083798883","36.8715083798883","37.9888268156425","37.9888268156425","37.9888268156425","37.9888268156425","39.1061452513966","39.1061452513966","39.1061452513966","39.1061452513966","37.4301675977654","37.4301675977654","37.4301675977654","37.4301675977654","39.1061452513966","39.6648044692737",
"Dominican Republic","DOM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6666666666667","16.1073825503356","16.1073825503356","16.1073825503356","16.1073825503356","17.3333333333333","17.3333333333333","17.3333333333333","17.3333333333333","19.6629213483146","19.6629213483146","19.6629213483146","19.6629213483146","20.7650273224044","20.7650273224044","20.7650273224044","20.7650273224044","20.7650273224044","20.7650273224044","26.8421052631579","26.8421052631579","26.8421052631579","26.8421052631579","27.8947368421053",
"Algeria","DZA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15789473684211","3.15789473684211","3.15789473684211","3.42105263157895","3.42105263157895","6.16966580976864","6.16966580976864","6.16966580976864","6.16966580976864","6.16966580976864","7.7120822622108","7.7120822622108","7.7120822622108","7.7120822622108","7.96915167095116","31.6017316017316","31.6017316017316","31.6017316017316","31.6017316017316","31.6017316017316","25.7575757575758","25.7575757575758","25.7575757575758","25.7575757575758",
